subset,split,code,script,name,family,words,documents,utf8_bytes,utf8_bytes_human,parquet_bytes,parquet_bytes_human,bible_ratio,wiki_ratio
tpm_Latn_removed,train,tpm,Latn,Tampulma,Niger-Congo,-,344,298488,291.49KB,91682,89.53KB,-,-
tpp_Latn,train,tpp,Latn,Pisaflores Tepehua,Totonacan,14504,26,95777,93.53KB,37761,36.88KB,0.885,0.000
tpp_Latn,test,tpp,Latn,Pisaflores Tepehua,Totonacan,647,1,4505,4.40KB,6178,6.03KB,-,-
tpp_Latn_removed,train,tpp,Latn,Pisaflores Tepehua,Totonacan,-,423,474735,463.61KB,142954,139.60KB,-,-
tpt_Latn,train,tpt,Latn,Tlachichilco Tepehua,Totonacan,304303,446,2104495,2.01MB,670050,654.35KB,1.000,0.000
tpt_Latn,test,tpt,Latn,Tlachichilco Tepehua,Totonacan,1824,2,12204,11.92KB,14251,13.92KB,-,-
tpt_Latn_removed,train,tpt,Latn,Tlachichilco Tepehua,Totonacan,-,535,727756,710.70KB,174946,170.85KB,-,-
tpw_Latn,train,tpw,Latn,Lingua Geral Paulista,Tupian,1762,2,9105,8.89KB,13627,13.31KB,0.000,0.000
tpw_Latn_removed,train,tpw,Latn,Lingua Geral Paulista,Tupian,-,333,138954,135.70KB,78448,76.61KB,-,-
tpz_Latn,train,tpz,Latn,Tinputz,Austronesian,847314,1721,3637753,3.47MB,1105081,1.05MB,0.993,0.000
tpz_Latn,test,tpz,Latn,Tinputz,Austronesian,6380,20,27246,26.61KB,23257,22.71KB,-,-
tpz_Latn_removed,train,tpz,Latn,Tinputz,Austronesian,-,3624,7040389,6.71MB,1944068,1.85MB,-,-
tqo_Latn,train,tqo,Latn,Toaripi,Trans-New Guinea,179,2,933,933.00B,6922,6.76KB,1.000,0.000
tqo_Latn_removed,train,tqo,Latn,Toaripi,Trans-New Guinea,-,55177,54148890,51.64MB,10078144,9.61MB,-,-
trc_Latn,train,trc,Latn,Copala Triqui,Otomanguean,143392,196,836297,816.70KB,244963,239.22KB,0.372,0.000
trc_Latn,test,trc,Latn,Copala Triqui,Otomanguean,3497,4,18428,18.00KB,15613,15.25KB,-,-
trc_Latn_removed,train,trc,Latn,Copala Triqui,Otomanguean,-,59,82161,80.24KB,42249,41.26KB,-,-
trn_Latn,train,trn,Latn,Trinitario,Maipurean,272768,376,1633668,1.56MB,553151,540.19KB,0.987,0.003
trn_Latn,test,trn,Latn,Trinitario,Maipurean,2075,2,12376,12.09KB,9077,8.86KB,-,-
trn_Latn_removed,train,trn,Latn,Trinitario,Maipurean,-,2371,4019865,3.83MB,1227004,1.17MB,-,-
tro_Latn,train,tro,Latn,Tarao Naga,Sino-Tibetan,523,1,2691,2.63KB,16415,16.03KB,1.000,0.000
tro_Latn_removed,train,tro,Latn,Tarao Naga,Sino-Tibetan,-,5088,79405726,75.73MB,10177325,9.71MB,-,-
trp_Latn,train,trp,Latn,Kok Borok,Sino-Tibetan,100942,222,598987,584.95KB,259923,253.83KB,0.009,0.018
trp_Latn,test,trp,Latn,Kok Borok,Sino-Tibetan,2169,4,12486,12.19KB,23245,22.70KB,-,-
trp_Latn_removed,train,trp,Latn,Kok Borok,Sino-Tibetan,-,4044,2879748,2.75MB,1089309,1.04MB,-,-
trq_Latn,train,trq,Latn,San Martín Itunyoso Triqui,Otomanguean,70130,59,406426,396.90KB,108715,106.17KB,1.000,0.000
trq_Latn_removed,train,trq,Latn,San Martín Itunyoso Triqui,Otomanguean,-,40,304228,297.10KB,90064,87.95KB,-,-
trs_Latn,train,trs,Latn,Chicahuaxtla Triqui,Otomanguean,4355,10,23771,23.21KB,23907,23.35KB,0.100,0.100
trs_Latn,test,trs,Latn,Chicahuaxtla Triqui,Otomanguean,876,2,4183,4.08KB,14773,14.43KB,-,-
trs_Latn_removed,train,trs,Latn,Chicahuaxtla Triqui,Otomanguean,-,82,855736,835.68KB,275191,268.74KB,-,-
trv_Latn,train,trv,Latn,Sediq,Austronesian,601596,502,3282686,3.13MB,1405645,1.34MB,0.002,0.733
trv_Latn,test,trv,Latn,Sediq,Austronesian,12276,8,69433,67.81KB,44019,42.99KB,-,-
trv_Latn_removed,train,trv,Latn,Sediq,Austronesian,-,277485,758818292,723.67MB,236453868,225.50MB,-,-
tsc_Latn,train,tsc,Latn,Tswa,Niger-Congo,298450,391,1408268,1.34MB,538387,525.77KB,0.913,0.000
tsc_Latn,test,tsc,Latn,Tswa,Niger-Congo,1743,6,8193,8.00KB,17700,17.29KB,-,-
tsc_Latn_removed,train,tsc,Latn,Tswa,Niger-Congo,-,8411,6361408,6.07MB,2402096,2.29MB,-,-
tsg_Latn,train,tsg,Latn,Tausug,Austronesian,169190,349,891324,870.43KB,315581,308.18KB,0.799,0.046
tsg_Latn,test,tsg,Latn,Tausug,Austronesian,1473,4,7594,7.42KB,9244,9.03KB,-,-
tsg_Latn_removed,train,tsg,Latn,Tausug,Austronesian,-,1797,1527615,1.46MB,642987,627.92KB,-,-
tsn_Latn,train,tsn,Latn,Tswana,Niger-Congo,6164289,6129,28692609,27.36MB,11094358,10.58MB,0.577,0.044
tsn_Latn,test,tsn,Latn,Tswana,Niger-Congo,67470,63,314126,306.76KB,130037,126.99KB,-,-
tsn_Latn_removed,train,tsn,Latn,Tswana,Niger-Congo,-,1759104,1624752643,1.51GB,635152760,605.73MB,-,-
tso_Latn,train,tso,Latn,Tsonga,Niger-Congo,6786420,6906,34932753,33.31MB,12829095,12.23MB,0.740,0.014
tso_Latn,test,tso,Latn,Tsonga,Niger-Congo,61326,69,318282,310.82KB,129593,126.56KB,-,-
tso_Latn_removed,train,tso,Latn,Tsonga,Niger-Congo,-,276714,90262609,86.08MB,58858980,56.13MB,-,-
tsw_Latn,train,tsw,Latn,Tsishingini,Niger-Congo,101168,73,450004,439.46KB,150616,147.09KB,0.986,0.000
tsw_Latn,test,tsw,Latn,Tsishingini,Niger-Congo,1493,2,6788,6.63KB,20940,20.45KB,-,-
tsw_Latn_removed,train,tsw,Latn,Tsishingini,Niger-Congo,-,4311,14663984,13.98MB,4103948,3.91MB,-,-
tsz_Latn,train,tsz,Latn,Purepecha,Tarascan,321520,775,2194961,2.09MB,803655,784.82KB,0.779,0.003
tsz_Latn,test,tsz,Latn,Purepecha,Tarascan,1752,5,12865,12.56KB,21323,20.82KB,-,-
tsz_Latn_removed,train,tsz,Latn,Purepecha,Tarascan,-,8178,12831159,12.24MB,4249555,4.05MB,-,-
ttc_Latn,train,ttc,Latn,Tektiteko,Mayan,95320,93,445648,435.20KB,166260,162.36KB,1.000,0.000
ttc_Latn_removed,train,ttc,Latn,Tektiteko,Mayan,-,378,5121894,4.88MB,1655395,1.58MB,-,-
tte_Latn,train,tte,Latn,Bwanabwana,Austronesian,313608,322,1886802,1.80MB,550046,537.15KB,1.000,0.000
tte_Latn_removed,train,tte,Latn,Bwanabwana,Austronesian,-,208,408911,399.33KB,133016,129.90KB,-,-
ttj_Latn,train,ttj,Latn,Tooro,Niger-Congo,58955,43,370766,362.08KB,138308,135.07KB,0.140,0.000
ttj_Latn,test,ttj,Latn,Tooro,Niger-Congo,152,1,1033,1.01KB,9232,9.02KB,-,-
ttj_Latn_removed,train,ttj,Latn,Tooro,Niger-Congo,-,13876,55293325,52.73MB,10220521,9.75MB,-,-
ttq_Latn,train,ttq,Latn,Tawallammat Tamajaq,Afro-Asiatic,3801,8,21261,20.76KB,25212,24.62KB,0.750,0.000
ttq_Latn,test,ttq,Latn,Tawallammat Tamajaq,Afro-Asiatic,487,1,2702,2.64KB,17026,16.63KB,-,-
ttq_Latn_removed,train,ttq,Latn,Tawallammat Tamajaq,Afro-Asiatic,-,622,4205017,4.01MB,508164,496.25KB,-,-
ttq_Tfng,train,ttq,Tfng,Tawallammat Tamajaq,Afro-Asiatic,519,1,5455,5.33KB,5773,5.64KB,1.000,0.000
ttq_Tfng_removed,train,ttq,Tfng,Tawallammat Tamajaq,Afro-Asiatic,-,14,41197,40.23KB,20905,20.42KB,-,-
tuc_Latn,train,tuc,Latn,Mutu,Austronesian,1030513,1362,4974429,4.74MB,1642759,1.57MB,0.998,0.000
tuc_Latn,test,tuc,Latn,Mutu,Austronesian,7296,13,35131,34.31KB,19544,19.09KB,-,-
tuc_Latn_removed,train,tuc,Latn,Mutu,Austronesian,-,7850,18666449,17.80MB,5667864,5.41MB,-,-
tue_Latn,train,tue,Latn,Tuyuca,Tucanoan,54222,83,424172,414.23KB,131250,128.17KB,1.000,0.000
tue_Latn,test,tue,Latn,Tuyuca,Tucanoan,1270,2,9462,9.24KB,15954,15.58KB,-,-
tue_Latn_removed,train,tue,Latn,Tuyuca,Tucanoan,-,80,1090799,1.04MB,312622,305.29KB,-,-
tuf_Latn,train,tuf,Latn,Central Tunebo,Chibchan,65059,68,351898,343.65KB,122200,119.34KB,0.897,0.000
tuf_Latn,test,tuf,Latn,Central Tunebo,Chibchan,2261,3,12456,12.16KB,22671,22.14KB,-,-
tuf_Latn_removed,train,tuf,Latn,Central Tunebo,Chibchan,-,1345,6501511,6.20MB,1059089,1.01MB,-,-
tui_Latn,train,tui,Latn,Tupuri,Niger-Congo,39578,20,159254,155.52KB,59841,58.44KB,1.000,0.000
tui_Latn_removed,train,tui,Latn,Tupuri,Niger-Congo,-,828,852940,832.95KB,273788,267.37KB,-,-
tuk_Arab,train,tuk,Arab,Turkmen,Turkic,93615,328,1029423,1005.30KB,301514,294.45KB,0.271,0.000
tuk_Arab,test,tuk,Arab,Turkmen,Turkic,1155,4,13431,13.12KB,11030,10.77KB,-,-
tuk_Arab_removed,train,tuk,Arab,Turkmen,Turkic,-,4180,3198971,3.05MB,1007321,983.71KB,-,-
tuk_Cyrl,train,tuk,Cyrl,Turkmen,Turkic,2856160,826,32120123,30.63MB,9014410,8.60MB,0.050,0.001
tuk_Cyrl,test,tuk,Cyrl,Turkmen,Turkic,35361,7,390782,381.62KB,114981,112.29KB,-,-
tuk_Cyrl_removed,train,tuk,Cyrl,Turkmen,Turkic,-,3537,12925790,12.33MB,3885614,3.71MB,-,-
tuk_Latn,train,tuk,Latn,Turkmen,Turkic,97811483,238155,737149133,703.00MB,309580832,295.24MB,0.001,0.020
tuk_Latn,test,tuk,Latn,Turkmen,Turkic,906305,2269,6799666,6.48MB,3003374,2.86MB,-,-
tuk_Latn_removed,train,tuk,Latn,Turkmen,Turkic,-,597580,856833697,817.14MB,380690358,363.05MB,-,-
tul_Latn,train,tul,Latn,Tula,Niger-Congo,752,1,3535,3.45KB,19794,19.33KB,1.000,0.000
tul_Latn_removed,train,tul,Latn,Tula,Niger-Congo,-,16,25983,25.37KB,19213,18.76KB,-,-
tum_Latn,train,tum,Latn,Tumbuka,Niger-Congo,134049,516,875336,854.82KB,363638,355.12KB,0.680,0.062
tum_Latn,test,tum,Latn,Tumbuka,Niger-Congo,134,1,908,908.00B,8901,8.69KB,-,-
tum_Latn_removed,train,tum,Latn,Tumbuka,Niger-Congo,-,129206,38699637,36.91MB,24862423,23.71MB,-,-
tuo_Latn,train,tuo,Latn,Tucano,Tucanoan,348255,375,2401122,2.29MB,692324,676.10KB,1.000,0.000
tuo_Latn,test,tuo,Latn,Tucano,Tucanoan,1317,3,9398,9.18KB,10689,10.44KB,-,-
tuo_Latn_removed,train,tuo,Latn,Tucano,Tucanoan,-,450,1254276,1.20MB,362766,354.26KB,-,-
tur_Latn,train,tur,Latn,Turkish,Turkic,41933799420,95129129,305497429770,284.52GB,134789283815,125.53GB,-,-
tur_Latn,test,tur,Latn,Turkish,Turkic,15870837,36146,115590478,110.24MB,52871101,50.42MB,-,-
tur_Latn_removed,train,tur,Latn,Turkish,Turkic,-,165382292,340733240752,317.33GB,147301785437,137.19GB,-,-
tuv_Latn,train,tuv,Latn,Turkana,Nilo-Saharan,3622,13,22101,21.58KB,15378,15.02KB,0.077,0.000
tuv_Latn,test,tuv,Latn,Turkana,Nilo-Saharan,192,1,1075,1.05KB,9543,9.32KB,-,-
tuv_Latn_removed,train,tuv,Latn,Turkana,Nilo-Saharan,-,566,3050336,2.91MB,718881,702.03KB,-,-
tvk_Latn,train,tvk,Latn,Southeast Ambrym,Austronesian,343108,278,1509972,1.44MB,499239,487.54KB,0.924,0.000
tvk_Latn,test,tvk,Latn,Southeast Ambrym,Austronesian,4779,3,21473,20.97KB,13178,12.87KB,-,-
tvk_Latn_removed,train,tvk,Latn,Southeast Ambrym,Austronesian,-,995,2760329,2.63MB,879632,859.02KB,-,-
tvl_Latn,train,tvl,Latn,Tuvalu,Austronesian,2334815,1737,9860175,9.40MB,3258608,3.11MB,0.898,0.007
tvl_Latn,test,tvl,Latn,Tuvalu,Austronesian,18052,14,77223,75.41KB,41017,40.06KB,-,-
tvl_Latn_removed,train,tvl,Latn,Tuvalu,Austronesian,-,9672,13676740,13.04MB,4230384,4.03MB,-,-
twi_Latn,train,twi,Latn,Twi,Atlantic-Congo,5881761,6023,33003790,31.47MB,14834674,14.15MB,0.833,0.037
twi_Latn,test,twi,Latn,Twi,Atlantic-Congo,79278,64,421537,411.66KB,209497,204.59KB,-,-
twi_Latn_removed,train,twi,Latn,Twi,Atlantic-Congo,-,393501,189572607,180.79MB,120250907,114.68MB,-,-
twu_Latn,train,twu,Latn,Termanu,Austronesian,329675,307,1542394,1.47MB,516847,504.73KB,0.987,0.003
twu_Latn,test,twu,Latn,Termanu,Austronesian,1292,1,6104,5.96KB,6573,6.42KB,-,-
twu_Latn_removed,train,twu,Latn,Termanu,Austronesian,-,25704,1055641407,1006.74MB,201749979,192.40MB,-,-
twx_Latn,train,twx,Latn,Tewe,Niger-Congo,26202,13,118733,115.95KB,55418,54.12KB,0.385,0.000
twx_Latn_removed,train,twx,Latn,Tewe,Niger-Congo,-,7071,7622538,7.27MB,2674621,2.55MB,-,-
txq_Latn,train,txq,Latn,Tii,Austronesian,185851,228,831778,812.28KB,287560,280.82KB,0.991,0.000
txq_Latn,test,txq,Latn,Tii,Austronesian,3048,2,13468,13.15KB,9682,9.46KB,-,-
txq_Latn_removed,train,txq,Latn,Tii,Austronesian,-,1684,1548975,1.48MB,444460,434.04KB,-,-
txu_Latn,train,txu,Latn,Kayapó,Jean,389626,243,1903521,1.82MB,594451,580.52KB,1.000,0.000
txu_Latn,test,txu,Latn,Kayapó,Jean,1264,1,6641,6.49KB,6913,6.75KB,-,-
txu_Latn_removed,train,txu,Latn,Kayapó,Jean,-,143,1579674,1.51MB,477997,466.79KB,-,-
tyv_Cyrl,train,tyv,Cyrl,Tuvinian,Turkic,10017001,16328,109715292,104.63MB,31115744,29.67MB,0.022,0.067
tyv_Cyrl,test,tyv,Cyrl,Tuvinian,Turkic,103117,138,1159473,1.11MB,348097,339.94KB,-,-
tyv_Cyrl_removed,train,tyv,Cyrl,Tuvinian,Turkic,-,22759,106448466,101.52MB,25857197,24.66MB,-,-
tzh_Latn,train,tzh,Latn,Tzeltal,Mayan,1958240,1814,10100701,9.63MB,3529443,3.37MB,0.838,0.000
tzh_Latn,test,tzh,Latn,Tzeltal,Mayan,19415,15,101266,98.89KB,51607,50.40KB,-,-
tzh_Latn_removed,train,tzh,Latn,Tzeltal,Mayan,-,13446,12144766,11.58MB,4592607,4.38MB,-,-
tzj_Latn,train,tzj,Latn,Tz'utujil,Mayan,771933,1031,3640710,3.47MB,1318666,1.26MB,0.987,0.000
tzj_Latn,test,tzj,Latn,Tz'utujil,Mayan,3432,7,16222,15.84KB,11619,11.35KB,-,-
tzj_Latn_removed,train,tzj,Latn,Tz'utujil,Mayan,-,9535,15700001,14.97MB,3678398,3.51MB,-,-
tzl_Latn,train,tzl,Latn,Talossan,Artificial Language,315,3,1840,1.80KB,8755,8.55KB,0.000,0.000
tzl_Latn_removed,train,tzl,Latn,Talossan,Artificial Language,-,1814,1322331,1.26MB,256359,250.35KB,-,-
tzm_Tfng,train,tzm,Tfng,Central Atlas Tamazight,Afro-Asiatic,965408,2736,12129981,11.57MB,3383434,3.23MB,0.000,0.194
tzm_Tfng,test,tzm,Tfng,Central Atlas Tamazight,Afro-Asiatic,11194,26,141479,138.16KB,54147,52.88KB,-,-
tzm_Tfng_removed,train,tzm,Tfng,Central Atlas Tamazight,Afro-Asiatic,-,533597,1383746506,1.29GB,293639268,280.04MB,-,-
tzo_Latn,train,tzo,Latn,Tzotzil,Mayan,2918396,3292,15458143,14.74MB,5445080,5.19MB,0.948,0.000
tzo_Latn,test,tzo,Latn,Tzotzil,Mayan,23719,26,122442,119.57KB,67488,65.91KB,-,-
tzo_Latn_removed,train,tzo,Latn,Tzotzil,Mayan,-,42708,42612052,40.64MB,15627356,14.90MB,-,-
ubr_Latn,train,ubr,Latn,Ubir,Austronesian,325477,290,1650618,1.57MB,506698,494.82KB,0.983,0.000
ubr_Latn,test,ubr,Latn,Ubir,Austronesian,1741,2,8677,8.47KB,14573,14.23KB,-,-
ubr_Latn_removed,train,ubr,Latn,Ubir,Austronesian,-,4020,8925961,8.51MB,2292261,2.19MB,-,-
ubu_Latn,train,ubu,Latn,Umbu-Ungu,Trans-New Guinea,1508874,960,8185084,7.81MB,2408750,2.30MB,1.000,0.000
ubu_Latn,test,ubu,Latn,Umbu-Ungu,Trans-New Guinea,13017,10,70408,68.76KB,26872,26.24KB,-,-
ubu_Latn_removed,train,ubu,Latn,Umbu-Ungu,Trans-New Guinea,-,1200,2670768,2.55MB,803943,785.10KB,-,-
udm_Cyrl,train,udm,Cyrl,Udmurt,Uralic,15980185,27979,161539054,154.06MB,53549383,51.07MB,0.003,0.052
udm_Cyrl,test,udm,Cyrl,Udmurt,Uralic,197389,262,1904815,1.82MB,674046,658.25KB,-,-
udm_Cyrl_removed,train,udm,Cyrl,Udmurt,Uralic,-,1926975,5231204823,4.87GB,1386128724,1.29GB,-,-
udu_Latn,train,udu,Latn,Uduk,Nilo-Saharan,221578,472,1046229,1021.71KB,331814,324.04KB,1.000,0.000
udu_Latn,test,udu,Latn,Uduk,Nilo-Saharan,1297,5,6255,6.11KB,8138,7.95KB,-,-
udu_Latn_removed,train,udu,Latn,Uduk,Nilo-Saharan,-,2327,2047332,1.95MB,694469,678.19KB,-,-
uig_Arab,train,uig,Arab,Uighur,Turkic,89713984,165637,1116620907,1.04GB,329425115,314.16MB,0.001,0.011
uig_Arab,test,uig,Arab,Uighur,Turkic,1015894,1822,12620745,12.04MB,3790144,3.61MB,-,-
uig_Arab_removed,train,uig,Arab,Uighur,Turkic,-,232637,1006898774,960.25MB,286592650,273.32MB,-,-
uig_Cyrl,train,uig,Cyrl,Uighur,Turkic,7547229,15681,94313607,89.94MB,26358478,25.14MB,0.036,0.001
uig_Cyrl,test,uig,Cyrl,Uighur,Turkic,112617,151,1329124,1.27MB,386405,377.35KB,-,-
uig_Cyrl_removed,train,uig,Cyrl,Uighur,Turkic,-,8800,30576825,29.16MB,8155734,7.78MB,-,-
uig_Latn,train,uig,Latn,Uighur,Turkic,14901578,22645,107640750,102.65MB,45048576,42.96MB,0.035,0.001
uig_Latn,test,uig,Latn,Uighur,Turkic,196936,241,1352818,1.29MB,591602,577.74KB,-,-
uig_Latn_removed,train,uig,Latn,Uighur,Turkic,-,56400,137789359,131.41MB,47783139,45.57MB,-,-
ukr_Cyrl,train,ukr,Cyrl,Ukrainian,Indo-European,25586457655,53101726,273654962631,254.86GB,91241545309,84.98GB,-,-
ukr_Cyrl,test,ukr,Cyrl,Ukrainian,Indo-European,19614043,40288,209813213,200.09MB,71420334,68.11MB,-,-
ukr_Cyrl_removed,train,ukr,Cyrl,Ukrainian,Indo-European,-,67723622,228486712352,212.79GB,70514548370,65.67GB,-,-
umb_Latn,train,umb,Latn,Umbundu,Niger-Congo,1090820,1315,5608334,5.35MB,2071945,1.98MB,0.958,0.000
umb_Latn,test,umb,Latn,Umbundu,Niger-Congo,9286,14,47636,46.52KB,27482,26.84KB,-,-
umb_Latn_removed,train,umb,Latn,Umbundu,Niger-Congo,-,221394,27805651,26.52MB,27485665,26.21MB,-,-
upv_Latn,train,upv,Latn,Uripiv-Wala-Rano-Atchin,Austronesian,80519,86,396942,387.64KB,136662,133.46KB,0.849,0.000
upv_Latn,test,upv,Latn,Uripiv-Wala-Rano-Atchin,Austronesian,1319,1,6665,6.51KB,6937,6.77KB,-,-
upv_Latn_removed,train,upv,Latn,Uripiv-Wala-Rano-Atchin,Austronesian,-,700,1456318,1.39MB,391558,382.38KB,-,-
ura_Latn,train,ura,Latn,Urarina,Language isolate,308555,599,2126255,2.03MB,642454,627.40KB,0.997,0.000
ura_Latn,test,ura,Latn,Urarina,Language isolate,3056,5,21433,20.93KB,12838,12.54KB,-,-
ura_Latn_removed,train,ura,Latn,Urarina,Language isolate,-,14051,318442855,303.69MB,105675407,100.78MB,-,-
urb_Latn,train,urb,Latn,Urubú-Kaapor,Tupian,4129,3,18579,18.14KB,15532,15.17KB,1.000,0.000
urb_Latn_removed,train,urb,Latn,Urubú-Kaapor,Tupian,-,946,12154326,11.59MB,182358,178.08KB,-,-
urd_Arab,train,urd,Arab,Urdu,Indo-European,2733266493,4809542,21400072163,19.93GB,6868759323,6.40GB,-,-
urd_Arab,test,urd,Arab,Urdu,Indo-European,27576483,49136,215921866,205.92MB,71344862,68.04MB,-,-
urd_Arab_removed,train,urd,Arab,Urdu,Indo-European,-,3388116,10607667192,9.88GB,3439167493,3.20GB,-,-
urd_Latn,train,urd,Latn,Urdu,Indo-European,57810059,69321,288087232,274.74MB,128884719,122.91MB,0.003,0.000
urd_Latn,test,urd,Latn,Urdu,Indo-European,468283,557,2334350,2.23MB,1086819,1.04MB,-,-
urd_Latn_removed,train,urd,Latn,Urdu,Indo-European,-,601822,794709575,757.89MB,336682630,321.09MB,-,-
urh_Latn,train,urh,Latn,Urhobo,Niger-Congo,680337,768,3521850,3.36MB,1216727,1.16MB,0.992,0.000
urh_Latn,test,urh,Latn,Urhobo,Niger-Congo,5003,10,26441,25.82KB,16922,16.53KB,-,-
urh_Latn_removed,train,urh,Latn,Urhobo,Niger-Congo,-,9846,18527963,17.67MB,5346340,5.10MB,-,-
uri_Latn,train,uri,Latn,Urim,Torricelli,2726,1,12537,12.24KB,8865,8.66KB,1.000,0.000
uri_Latn_removed,train,uri,Latn,Urim,Torricelli,-,753,1812254,1.73MB,529764,517.35KB,-,-
urk_Thai,train,urk,Thai,Urak Lawoi',Austronesian,574957,588,4086167,3.90MB,827098,807.71KB,1.000,0.000
urk_Thai,test,urk,Thai,Urak Lawoi',Austronesian,7815,7,55920,54.61KB,17635,17.22KB,-,-
urk_Thai_removed,train,urk,Thai,Urak Lawoi',Austronesian,-,1058,2265879,2.16MB,499032,487.34KB,-,-
urt_Latn,train,urt,Latn,Urat,Torricelli,112036,103,596027,582.06KB,185066,180.73KB,0.990,0.000
urt_Latn_removed,train,urt,Latn,Urat,Torricelli,-,87,453912,443.27KB,154707,151.08KB,-,-
urw_Latn,train,urw,Latn,Sop,Trans-New Guinea,2137,5,12137,11.85KB,22286,21.76KB,1.000,0.000
urw_Latn_removed,train,urw,Latn,Sop,Trans-New Guinea,-,147,169396,165.43KB,67395,65.82KB,-,-
ury_Latn,train,ury,Latn,Orya,Tor-Kwerba,2839,4,13401,13.09KB,9539,9.32KB,0.750,0.000
ury_Latn_removed,train,ury,Latn,Orya,Tor-Kwerba,-,682,1718527,1.64MB,523948,511.67KB,-,-
usa_Latn,train,usa,Latn,Usarufa,Trans-New Guinea,214908,190,1391038,1.33MB,390416,381.27KB,1.000,0.000
usa_Latn_removed,train,usa,Latn,Usarufa,Trans-New Guinea,-,85,1072185,1.02MB,233146,227.68KB,-,-
usp_Latn,train,usp,Latn,Uspanteco,Mayan,293041,283,1680529,1.60MB,507805,495.90KB,1.000,0.000
usp_Latn,test,usp,Latn,Uspanteco,Mayan,747,1,4348,4.25KB,6118,5.97KB,-,-
usp_Latn_removed,train,usp,Latn,Uspanteco,Mayan,-,146,1964284,1.87MB,400372,390.99KB,-,-
uth_Latn,train,uth,Latn,ut-Hun,Niger-Congo,30132,25,121893,119.04KB,51958,50.74KB,0.960,0.000
uth_Latn_removed,train,uth,Latn,ut-Hun,Niger-Congo,-,37,98794,96.48KB,56494,55.17KB,-,-
uvh_Latn,train,uvh,Latn,Uri,Trans-New Guinea,309690,190,1549499,1.48MB,459082,448.32KB,1.000,0.000
uvh_Latn_removed,train,uvh,Latn,Uri,Trans-New Guinea,-,301,446960,436.48KB,111569,108.95KB,-,-
uvl_Latn,train,uvl,Latn,Lote,Austronesian,410716,302,1927839,1.84MB,511957,499.96KB,0.990,0.000
uvl_Latn,test,uvl,Latn,Lote,Austronesian,8460,6,39476,38.55KB,18182,17.76KB,-,-
uvl_Latn_removed,train,uvl,Latn,Lote,Austronesian,-,153,600523,586.45KB,190143,185.69KB,-,-
uzn_Cyrl,train,uzn,Cyrl,Northern Uzbek,Turkic,544866919,1357811,6569421517,6.12GB,1966923295,1.83GB,-,-
uzn_Cyrl,test,uzn,Cyrl,Northern Uzbek,Turkic,5649817,13662,68004708,64.85MB,20795036,19.83MB,-,-
uzn_Cyrl_removed,train,uzn,Cyrl,Northern Uzbek,Turkic,-,1057700,3506926287,3.27GB,990492929,944.61MB,-,-
uzn_Latn,train,uzn,Latn,Northern Uzbek,Turkic,687002994,1233463,4780890804,4.45GB,2040608995,1.90GB,-,-
uzn_Latn,test,uzn,Latn,Northern Uzbek,Turkic,7254716,13420,50612217,48.27MB,22079637,21.06MB,-,-
uzn_Latn_removed,train,uzn,Latn,Northern Uzbek,Turkic,-,7744207,4415735698,4.11GB,2507889870,2.34GB,-,-
uzs_Arab,train,uzs,Arab,Southern Uzbek,Turkic,4181446,13061,39741578,37.90MB,12347656,11.78MB,0.000,0.000
uzs_Arab,test,uzs,Arab,Southern Uzbek,Turkic,40091,133,379039,370.16KB,127769,124.77KB,-,-
uzs_Arab_removed,train,uzs,Arab,Southern Uzbek,Turkic,-,315575,775203607,739.29MB,210414770,200.67MB,-,-
vag_Latn,train,vag,Latn,Vagla,Niger-Congo,38302,39,172143,168.11KB,60707,59.28KB,1.000,0.000
vag_Latn,test,vag,Latn,Vagla,Niger-Congo,607,1,2796,2.73KB,16679,16.29KB,-,-
vag_Latn_removed,train,vag,Latn,Vagla,Niger-Congo,-,84,36928,36.06KB,27519,26.87KB,-,-
vap_Latn,train,vap,Latn,Vaiphei,Sino-Tibetan,365844,666,1694592,1.62MB,698864,682.48KB,0.003,0.000
vap_Latn,test,vap,Latn,Vaiphei,Sino-Tibetan,3550,9,15778,15.41KB,22701,22.17KB,-,-
vap_Latn_removed,train,vap,Latn,Vaiphei,Sino-Tibetan,-,1020,2157779,2.06MB,465614,454.70KB,-,-
var_Latn,train,var,Latn,Huarijio,Uto-Aztecan,22461,27,154748,151.12KB,55091,53.80KB,1.000,0.000
var_Latn_removed,train,var,Latn,Huarijio,Uto-Aztecan,-,343,554058,541.07KB,176981,172.83KB,-,-
vec_Latn,train,vec,Latn,Venetian,Indo-European,2376573,5774,12153631,11.59MB,5782931,5.52MB,0.000,0.547
vec_Latn,test,vec,Latn,Venetian,Indo-European,16796,49,83890,81.92KB,52874,51.63KB,-,-
vec_Latn_removed,train,vec,Latn,Venetian,Indo-European,-,15111200,19776532282,18.42GB,8668665964,8.07GB,-,-
ven_Latn,train,ven,Latn,Venda,Niger-Congo,3328826,3836,16844849,16.06MB,6324512,6.03MB,0.521,0.025
ven_Latn,test,ven,Latn,Venda,Niger-Congo,25314,35,127217,124.24KB,66872,65.30KB,-,-
ven_Latn_removed,train,ven,Latn,Venda,Niger-Congo,-,58037,91896137,87.64MB,26277934,25.06MB,-,-
vep_Latn,train,vep,Latn,Veps,Uralic,1925064,5994,12293612,11.72MB,5806101,5.54MB,0.000,0.725
